UserEmail,ActivityType,DurationMinutes,LoggedAt
vincent.oconnor-robertson492@example.com,Tennis,41,2025-08-26 19:00:00
vincent.oconnor-robertson492@example.com,Stretching,22,2025-09-01 19:00:00
vincent.oconnor-robertson492@example.com,Walk,38,2025-09-04 19:00:00
vincent.oconnor-robertson492@example.com,Yoga,10,2025-09-05 19:00:00
vincent.oconnor-robertson492@example.com,Walk,36,2025-09-07 19:00:00
vincent.oconnor-robertson492@example.com,Tennis,13,2025-09-08 19:00:00
vincent.oconnor-robertson492@example.com,Cycling,28,2025-09-10 19:00:00
vincent.oconnor-robertson492@example.com,Walk,28,2025-09-17 19:00:00
vincent.oconnor-robertson492@example.com,Study Break,19,2025-09-18 19:00:00
vincent.oconnor-robertson492@example.com,Study Break,12,2025-09-21 19:00:00
vincent.oconnor-robertson492@example.com,Cycling,21,2025-09-27 19:00:00
vincent.oconnor-robertson492@example.com,Tennis,22,2025-09-29 19:00:00
vincent.oconnor-robertson492@example.com,Stretching,29,2025-09-30 19:00:00
vincent.oconnor-robertson492@example.com,Gym,27,2025-10-04 19:00:00
vincent.oconnor-robertson492@example.com,Gym,38,2025-10-05 19:00:00
vincent.oconnor-robertson492@example.com,Meditation,37,2025-10-07 19:00:00
vincent.oconnor-robertson492@example.com,Stretching,28,2025-10-08 19:00:00
vincent.oconnor-robertson492@example.com,Tennis,13,2025-10-09 19:00:00
vincent.oconnor-robertson492@example.com,Stretching,24,2025-10-13 19:00:00
vincent.oconnor-robertson492@example.com,Meditation,36,2025-10-14 19:00:00
vincent.oconnor-robertson492@example.com,Stretching,61,2025-10-15 19:00:00
vincent.oconnor-robertson492@example.com,Gym,40,2025-10-20 19:00:00
vincent.oconnor-robertson492@example.com,Stretching,41,2025-10-22 19:00:00
lorraine.hughes491@example.com,Tennis,23,2025-07-27 19:00:00
lorraine.hughes491@example.com,Walk,10,2025-07-31 19:00:00
lorraine.hughes491@example.com,Tennis,40,2025-08-01 19:00:00
lorraine.hughes491@example.com,Tennis,21,2025-08-02 19:00:00
lorraine.hughes491@example.com,Cycling,35,2025-08-03 19:00:00
lorraine.hughes491@example.com,Walk,42,2025-08-04 19:00:00
lorraine.hughes491@example.com,Tennis,56,2025-08-06 19:00:00
lorraine.hughes491@example.com,Walk,22,2025-08-09 19:00:00
lorraine.hughes491@example.com,Run,33,2025-08-10 19:00:00
lorraine.hughes491@example.com,Study Break,66,2025-08-13 19:00:00
lorraine.hughes491@example.com,Walk,41,2025-08-17 19:00:00
lorraine.hughes491@example.com,Stretching,13,2025-08-22 19:00:00
lorraine.hughes491@example.com,Stretching,59,2025-08-24 19:00:00
lorraine.hughes491@example.com,Run,63,2025-08-25 19:00:00
lorraine.hughes491@example.com,Walk,45,2025-08-26 19:00:00
lorraine.hughes491@example.com,Meditation,21,2025-08-30 19:00:00
lorraine.hughes491@example.com,Gym,29,2025-09-01 19:00:00
lorraine.hughes491@example.com,Cycling,26,2025-09-03 19:00:00
lorraine.hughes491@example.com,Run,44,2025-09-04 19:00:00
lorraine.hughes491@example.com,Stretching,56,2025-09-05 19:00:00
lorraine.hughes491@example.com,Cycling,52,2025-09-06 19:00:00
lorraine.hughes491@example.com,Walk,52,2025-09-07 19:00:00
lorraine.hughes491@example.com,Run,44,2025-09-08 19:00:00
lorraine.hughes491@example.com,Run,44,2025-09-12 19:00:00
lorraine.hughes491@example.com,Run,53,2025-09-13 19:00:00
lorraine.hughes491@example.com,Run,38,2025-09-14 19:00:00
lorraine.hughes491@example.com,Gym,31,2025-09-15 19:00:00
lorraine.hughes491@example.com,Tennis,28,2025-09-26 19:00:00
lorraine.hughes491@example.com,Stretching,46,2025-09-27 19:00:00
lorraine.hughes491@example.com,Stretching,42,2025-09-29 19:00:00
lorraine.hughes491@example.com,Meditation,41,2025-10-01 19:00:00
lorraine.hughes491@example.com,Cycling,53,2025-10-03 19:00:00
lorraine.hughes491@example.com,Walk,23,2025-10-04 19:00:00
lorraine.hughes491@example.com,Walk,17,2025-10-10 19:00:00
lorraine.hughes491@example.com,Cycling,42,2025-10-16 19:00:00
lorraine.hughes491@example.com,Tennis,42,2025-10-21 19:00:00
lorraine.hughes491@example.com,Meditation,32,2025-10-22 19:00:00
lorraine.hughes491@example.com,Meditation,49,2025-10-23 19:00:00
charlie.leonard823@example.com,Gym,39,2025-07-29 19:00:00
charlie.leonard823@example.com,Run,55,2025-07-30 19:00:00
charlie.leonard823@example.com,Gym,33,2025-07-31 19:00:00
charlie.leonard823@example.com,Gym,65,2025-08-03 19:00:00
charlie.leonard823@example.com,Stretching,32,2025-08-08 19:00:00
charlie.leonard823@example.com,Gym,14,2025-08-10 19:00:00
charlie.leonard823@example.com,Meditation,40,2025-08-11 19:00:00
charlie.leonard823@example.com,Cycling,25,2025-08-12 19:00:00
charlie.leonard823@example.com,Stretching,37,2025-08-15 19:00:00
charlie.leonard823@example.com,Walk,31,2025-08-16 19:00:00
charlie.leonard823@example.com,Run,62,2025-08-18 19:00:00
charlie.leonard823@example.com,Gym,41,2025-08-21 19:00:00
charlie.leonard823@example.com,Yoga,12,2025-08-22 19:00:00
charlie.leonard823@example.com,Gym,25,2025-08-23 19:00:00
charlie.leonard823@example.com,Meditation,60,2025-08-25 19:00:00
charlie.leonard823@example.com,Run,29,2025-08-28 19:00:00
charlie.leonard823@example.com,Walk,23,2025-08-30 19:00:00
charlie.leonard823@example.com,Walk,44,2025-09-01 19:00:00
charlie.leonard823@example.com,Walk,45,2025-09-08 19:00:00
charlie.leonard823@example.com,Cycling,42,2025-09-09 19:00:00
charlie.leonard823@example.com,Yoga,43,2025-09-13 19:00:00
charlie.leonard823@example.com,Study Break,21,2025-09-14 19:00:00
charlie.leonard823@example.com,Yoga,17,2025-09-17 19:00:00
charlie.leonard823@example.com,Yoga,35,2025-09-22 19:00:00
charlie.leonard823@example.com,Study Break,43,2025-09-26 19:00:00
charlie.leonard823@example.com,Meditation,47,2025-09-28 19:00:00
charlie.leonard823@example.com,Meditation,14,2025-09-29 19:00:00
charlie.leonard823@example.com,Gym,33,2025-09-30 19:00:00
charlie.leonard823@example.com,Run,20,2025-10-04 19:00:00
charlie.leonard823@example.com,Walk,42,2025-10-17 19:00:00
charlie.leonard823@example.com,Cycling,20,2025-10-21 19:00:00
charlie.leonard823@example.com,Walk,46,2025-10-22 19:00:00
charlie.leonard823@example.com,Yoga,26,2025-10-25 19:00:00
mathew.gregory848@example.com,Yoga,26,2025-07-29 19:00:00
mathew.gregory848@example.com,Gym,19,2025-07-30 19:00:00
mathew.gregory848@example.com,Run,46,2025-08-02 19:00:00
mathew.gregory848@example.com,Yoga,51,2025-08-05 19:00:00
mathew.gregory848@example.com,Yoga,18,2025-08-07 19:00:00
mathew.gregory848@example.com,Cycling,52,2025-08-09 19:00:00
mathew.gregory848@example.com,Study Break,44,2025-08-17 19:00:00
mathew.gregory848@example.com,Yoga,58,2025-08-18 19:00:00
mathew.gregory848@example.com,Cycling,40,2025-08-19 19:00:00
mathew.gregory848@example.com,Tennis,27,2025-08-20 19:00:00
mathew.gregory848@example.com,Tennis,48,2025-08-23 19:00:00
mathew.gregory848@example.com,Stretching,31,2025-08-25 19:00:00
mathew.gregory848@example.com,Gym,47,2025-08-26 19:00:00
mathew.gregory848@example.com,Tennis,58,2025-08-27 19:00:00
mathew.gregory848@example.com,Study Break,17,2025-08-31 19:00:00
mathew.gregory848@example.com,Tennis,24,2025-09-05 19:00:00
mathew.gregory848@example.com,Yoga,39,2025-09-07 19:00:00
mathew.gregory848@example.com,Cycling,38,2025-09-08 19:00:00
mathew.gregory848@example.com,Run,59,2025-09-10 19:00:00
mathew.gregory848@example.com,Stretching,20,2025-09-13 19:00:00
mathew.gregory848@example.com,Yoga,44,2025-09-15 19:00:00
mathew.gregory848@example.com,Run,51,2025-09-17 19:00:00
mathew.gregory848@example.com,Tennis,25,2025-09-18 19:00:00
mathew.gregory848@example.com,Walk,23,2025-09-19 19:00:00
mathew.gregory848@example.com,Yoga,45,2025-09-20 19:00:00
mathew.gregory848@example.com,Yoga,23,2025-09-21 19:00:00
mathew.gregory848@example.com,Walk,42,2025-09-22 19:00:00
mathew.gregory848@example.com,Gym,33,2025-09-25 19:00:00
mathew.gregory848@example.com,Walk,22,2025-09-28 19:00:00
mathew.gregory848@example.com,Yoga,17,2025-09-29 19:00:00
mathew.gregory848@example.com,Cycling,26,2025-10-02 19:00:00
mathew.gregory848@example.com,Tennis,41,2025-10-04 19:00:00
mathew.gregory848@example.com,Study Break,38,2025-10-06 19:00:00
mathew.gregory848@example.com,Study Break,24,2025-10-08 19:00:00
mathew.gregory848@example.com,Run,11,2025-10-10 19:00:00
mathew.gregory848@example.com,Cycling,41,2025-10-11 19:00:00
mathew.gregory848@example.com,Tennis,43,2025-10-21 19:00:00
mathew.gregory848@example.com,Gym,29,2025-10-23 19:00:00
mathew.gregory848@example.com,Stretching,14,2025-10-24 19:00:00
carol.lewis279@example.com,Meditation,35,2025-07-27 19:00:00
carol.lewis279@example.com,Yoga,47,2025-07-29 19:00:00
carol.lewis279@example.com,Study Break,46,2025-07-31 19:00:00
carol.lewis279@example.com,Gym,16,2025-08-03 19:00:00
carol.lewis279@example.com,Gym,34,2025-08-04 19:00:00
carol.lewis279@example.com,Gym,48,2025-08-10 19:00:00
carol.lewis279@example.com,Gym,29,2025-08-11 19:00:00
carol.lewis279@example.com,Gym,31,2025-08-18 19:00:00
carol.lewis279@example.com,Walk,31,2025-08-20 19:00:00
carol.lewis279@example.com,Study Break,45,2025-08-24 19:00:00
carol.lewis279@example.com,Walk,20,2025-08-26 19:00:00
carol.lewis279@example.com,Walk,30,2025-08-27 19:00:00
carol.lewis279@example.com,Meditation,34,2025-08-28 19:00:00
carol.lewis279@example.com,Run,63,2025-08-29 19:00:00
carol.lewis279@example.com,Walk,47,2025-08-30 19:00:00
carol.lewis279@example.com,Tennis,51,2025-08-31 19:00:00
carol.lewis279@example.com,Stretching,65,2025-09-04 19:00:00
carol.lewis279@example.com,Cycling,33,2025-09-13 19:00:00
carol.lewis279@example.com,Gym,10,2025-09-14 19:00:00
carol.lewis279@example.com,Tennis,15,2025-09-20 19:00:00
carol.lewis279@example.com,Meditation,88,2025-09-21 19:00:00
carol.lewis279@example.com,Yoga,38,2025-09-25 19:00:00
carol.lewis279@example.com,Walk,16,2025-09-26 19:00:00
carol.lewis279@example.com,Gym,22,2025-09-28 19:00:00
carol.lewis279@example.com,Walk,31,2025-10-04 19:00:00
carol.lewis279@example.com,Meditation,55,2025-10-05 19:00:00
carol.lewis279@example.com,Tennis,44,2025-10-09 19:00:00
carol.lewis279@example.com,Stretching,24,2025-10-11 19:00:00
carol.lewis279@example.com,Gym,37,2025-10-14 19:00:00
carol.lewis279@example.com,Study Break,37,2025-10-15 19:00:00
carol.lewis279@example.com,Run,30,2025-10-17 19:00:00
carol.lewis279@example.com,Meditation,49,2025-10-18 19:00:00
carol.lewis279@example.com,Study Break,10,2025-10-20 19:00:00
carol.lewis279@example.com,Cycling,10,2025-10-21 19:00:00
carol.lewis279@example.com,Gym,20,2025-10-22 19:00:00
carol.lewis279@example.com,Walk,49,2025-10-23 19:00:00
carol.lewis279@example.com,Walk,10,2025-10-25 19:00:00
sean.hicks349@example.com,Yoga,39,2025-07-27 19:00:00
sean.hicks349@example.com,Gym,23,2025-07-28 19:00:00
sean.hicks349@example.com,Tennis,30,2025-07-29 19:00:00
sean.hicks349@example.com,Stretching,41,2025-07-31 19:00:00
sean.hicks349@example.com,Stretching,55,2025-08-03 19:00:00
sean.hicks349@example.com,Tennis,50,2025-08-04 19:00:00
sean.hicks349@example.com,Walk,51,2025-08-05 19:00:00
sean.hicks349@example.com,Yoga,35,2025-08-07 19:00:00
sean.hicks349@example.com,Stretching,35,2025-08-09 19:00:00
sean.hicks349@example.com,Stretching,59,2025-08-10 19:00:00
sean.hicks349@example.com,Cycling,10,2025-08-12 19:00:00
sean.hicks349@example.com,Yoga,16,2025-08-17 19:00:00
sean.hicks349@example.com,Cycling,10,2025-08-18 19:00:00
sean.hicks349@example.com,Cycling,14,2025-08-20 19:00:00
sean.hicks349@example.com,Cycling,50,2025-08-21 19:00:00
sean.hicks349@example.com,Study Break,28,2025-08-23 19:00:00
sean.hicks349@example.com,Study Break,23,2025-08-24 19:00:00
sean.hicks349@example.com,Cycling,66,2025-08-26 19:00:00
sean.hicks349@example.com,Gym,24,2025-08-27 19:00:00
sean.hicks349@example.com,Study Break,18,2025-08-28 19:00:00
sean.hicks349@example.com,Cycling,34,2025-08-29 19:00:00
sean.hicks349@example.com,Meditation,34,2025-09-02 19:00:00
sean.hicks349@example.com,Cycling,39,2025-09-03 19:00:00
sean.hicks349@example.com,Tennis,18,2025-09-05 19:00:00
sean.hicks349@example.com,Tennis,29,2025-09-06 19:00:00
sean.hicks349@example.com,Gym,20,2025-09-10 19:00:00
sean.hicks349@example.com,Cycling,45,2025-09-12 19:00:00
sean.hicks349@example.com,Run,19,2025-09-15 19:00:00
sean.hicks349@example.com,Run,38,2025-09-16 19:00:00
sean.hicks349@example.com,Meditation,48,2025-09-18 19:00:00
sean.hicks349@example.com,Meditation,32,2025-09-19 19:00:00
sean.hicks349@example.com,Stretching,23,2025-09-20 19:00:00
sean.hicks349@example.com,Yoga,39,2025-09-22 19:00:00
sean.hicks349@example.com,Study Break,42,2025-10-01 19:00:00
sean.hicks349@example.com,Cycling,31,2025-10-04 19:00:00
sean.hicks349@example.com,Gym,34,2025-10-05 19:00:00
sean.hicks349@example.com,Gym,33,2025-10-06 19:00:00
sean.hicks349@example.com,Meditation,44,2025-10-08 19:00:00
sean.hicks349@example.com,Yoga,24,2025-10-10 19:00:00
sean.hicks349@example.com,Run,47,2025-10-13 19:00:00
sean.hicks349@example.com,Meditation,54,2025-10-14 19:00:00
sean.hicks349@example.com,Run,21,2025-10-15 19:00:00
sean.hicks349@example.com,Gym,39,2025-10-16 19:00:00
sean.hicks349@example.com,Stretching,25,2025-10-18 19:00:00
sean.hicks349@example.com,Cycling,41,2025-10-19 19:00:00
sean.hicks349@example.com,Yoga,32,2025-10-20 19:00:00
sean.hicks349@example.com,Stretching,28,2025-10-22 19:00:00
sean.hicks349@example.com,Tennis,34,2025-10-25 19:00:00
molly.horton-dean801@example.com,Study Break,27,2025-07-27 19:00:00
molly.horton-dean801@example.com,Stretching,10,2025-07-28 19:00:00
molly.horton-dean801@example.com,Gym,61,2025-07-29 19:00:00
molly.horton-dean801@example.com,Stretching,47,2025-07-31 19:00:00
molly.horton-dean801@example.com,Run,51,2025-08-03 19:00:00
molly.horton-dean801@example.com,Study Break,61,2025-08-08 19:00:00
molly.horton-dean801@example.com,Run,33,2025-08-15 19:00:00
molly.horton-dean801@example.com,Walk,20,2025-08-16 19:00:00
molly.horton-dean801@example.com,Meditation,33,2025-08-20 19:00:00
molly.horton-dean801@example.com,Study Break,24,2025-08-21 19:00:00
molly.horton-dean801@example.com,Stretching,51,2025-08-23 19:00:00
molly.horton-dean801@example.com,Stretching,26,2025-08-26 19:00:00
molly.horton-dean801@example.com,Stretching,31,2025-08-27 19:00:00
molly.horton-dean801@example.com,Tennis,52,2025-08-28 19:00:00
molly.horton-dean801@example.com,Study Break,19,2025-08-29 19:00:00
molly.horton-dean801@example.com,Gym,35,2025-08-30 19:00:00
molly.horton-dean801@example.com,Meditation,66,2025-09-01 19:00:00
molly.horton-dean801@example.com,Meditation,12,2025-09-05 19:00:00
molly.horton-dean801@example.com,Stretching,46,2025-09-06 19:00:00
molly.horton-dean801@example.com,Meditation,43,2025-09-09 19:00:00
molly.horton-dean801@example.com,Meditation,50,2025-09-10 19:00:00
molly.horton-dean801@example.com,Study Break,35,2025-09-11 19:00:00
molly.horton-dean801@example.com,Walk,25,2025-09-12 19:00:00
molly.horton-dean801@example.com,Run,10,2025-09-14 19:00:00
molly.horton-dean801@example.com,Gym,57,2025-09-16 19:00:00
molly.horton-dean801@example.com,Cycling,10,2025-09-23 19:00:00
molly.horton-dean801@example.com,Meditation,53,2025-09-24 19:00:00
molly.horton-dean801@example.com,Walk,44,2025-09-25 19:00:00
molly.horton-dean801@example.com,Study Break,10,2025-09-27 19:00:00
molly.horton-dean801@example.com,Tennis,33,2025-09-28 19:00:00
molly.horton-dean801@example.com,Gym,62,2025-09-29 19:00:00
molly.horton-dean801@example.com,Tennis,42,2025-09-30 19:00:00
molly.horton-dean801@example.com,Cycling,10,2025-10-02 19:00:00
molly.horton-dean801@example.com,Cycling,34,2025-10-03 19:00:00
molly.horton-dean801@example.com,Stretching,33,2025-10-04 19:00:00
molly.horton-dean801@example.com,Study Break,29,2025-10-06 19:00:00
molly.horton-dean801@example.com,Stretching,16,2025-10-08 19:00:00
molly.horton-dean801@example.com,Gym,17,2025-10-11 19:00:00
molly.horton-dean801@example.com,Cycling,27,2025-10-13 19:00:00
molly.horton-dean801@example.com,Run,29,2025-10-15 19:00:00
molly.horton-dean801@example.com,Gym,36,2025-10-16 19:00:00
molly.horton-dean801@example.com,Study Break,31,2025-10-18 19:00:00
molly.horton-dean801@example.com,Cycling,53,2025-10-23 19:00:00
molly.horton-dean801@example.com,Run,66,2025-10-24 19:00:00
molly.horton-dean801@example.com,Study Break,16,2025-10-25 19:00:00
alan.marsh495@example.com,Cycling,35,2025-07-27 19:00:00
alan.marsh495@example.com,Gym,20,2025-07-28 19:00:00
alan.marsh495@example.com,Study Break,33,2025-07-31 19:00:00
alan.marsh495@example.com,Run,48,2025-08-02 19:00:00
alan.marsh495@example.com,Walk,28,2025-08-03 19:00:00
alan.marsh495@example.com,Yoga,25,2025-08-04 19:00:00
alan.marsh495@example.com,Cycling,36,2025-08-06 19:00:00
alan.marsh495@example.com,Stretching,28,2025-08-08 19:00:00
alan.marsh495@example.com,Meditation,63,2025-08-09 19:00:00
alan.marsh495@example.com,Tennis,49,2025-08-10 19:00:00
alan.marsh495@example.com,Run,26,2025-08-11 19:00:00
alan.marsh495@example.com,Tennis,59,2025-08-12 19:00:00
alan.marsh495@example.com,Study Break,53,2025-08-15 19:00:00
alan.marsh495@example.com,Stretching,28,2025-08-19 19:00:00
alan.marsh495@example.com,Walk,47,2025-08-20 19:00:00
alan.marsh495@example.com,Walk,23,2025-08-25 19:00:00
alan.marsh495@example.com,Tennis,20,2025-08-26 19:00:00
alan.marsh495@example.com,Tennis,45,2025-08-27 19:00:00
alan.marsh495@example.com,Yoga,31,2025-08-28 19:00:00
alan.marsh495@example.com,Walk,45,2025-08-30 19:00:00
alan.marsh495@example.com,Stretching,52,2025-09-02 19:00:00
alan.marsh495@example.com,Study Break,36,2025-09-03 19:00:00
alan.marsh495@example.com,Cycling,23,2025-09-07 19:00:00
alan.marsh495@example.com,Yoga,63,2025-09-08 19:00:00
alan.marsh495@example.com,Study Break,35,2025-09-09 19:00:00
alan.marsh495@example.com,Meditation,53,2025-09-10 19:00:00
alan.marsh495@example.com,Run,25,2025-09-11 19:00:00
alan.marsh495@example.com,Stretching,24,2025-09-18 19:00:00
alan.marsh495@example.com,Yoga,19,2025-09-19 19:00:00
alan.marsh495@example.com,Walk,46,2025-09-21 19:00:00
alan.marsh495@example.com,Stretching,44,2025-09-22 19:00:00
alan.marsh495@example.com,Study Break,49,2025-09-24 19:00:00
alan.marsh495@example.com,Study Break,30,2025-09-25 19:00:00
alan.marsh495@example.com,Tennis,53,2025-09-27 19:00:00
alan.marsh495@example.com,Meditation,13,2025-09-28 19:00:00
alan.marsh495@example.com,Tennis,23,2025-09-29 19:00:00
alan.marsh495@example.com,Run,27,2025-09-30 19:00:00
alan.marsh495@example.com,Walk,40,2025-10-01 19:00:00
alan.marsh495@example.com,Stretching,20,2025-10-02 19:00:00
alan.marsh495@example.com,Walk,40,2025-10-03 19:00:00
alan.marsh495@example.com,Study Break,36,2025-10-04 19:00:00
alan.marsh495@example.com,Study Break,49,2025-10-05 19:00:00
alan.marsh495@example.com,Gym,25,2025-10-06 19:00:00
alan.marsh495@example.com,Walk,45,2025-10-10 19:00:00
alan.marsh495@example.com,Walk,14,2025-10-11 19:00:00
alan.marsh495@example.com,Gym,14,2025-10-14 19:00:00
alan.marsh495@example.com,Study Break,19,2025-10-15 19:00:00
alan.marsh495@example.com,Cycling,21,2025-10-17 19:00:00
alan.marsh495@example.com,Gym,31,2025-10-18 19:00:00
alan.marsh495@example.com,Meditation,33,2025-10-19 19:00:00
alan.marsh495@example.com,Gym,29,2025-10-21 19:00:00
alan.marsh495@example.com,Walk,39,2025-10-23 19:00:00
alan.marsh495@example.com,Study Break,48,2025-10-24 19:00:00
alan.marsh495@example.com,Cycling,54,2025-10-25 19:00:00
